,Unnamed: 0,Age,Employment Type,GraduateOrNot,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,TravelInsurance
1556,1556,30,1,0,1450000,6,0,1,1,1
1562,1562,29,1,1,1100000,4,0,0,0,1
1566,1566,34,1,1,1500000,3,1,1,1,1
1567,1567,33,1,1,1500000,5,0,1,1,1
1571,1571,34,1,1,1500000,6,0,1,1,1
1576,1576,28,1,1,1100000,4,0,0,0,1
1581,1581,33,1,1,550000,6,0,0,0,1
1585,1585,25,1,1,1700000,2,1,1,0,1
1586,1586,28,1,1,1450000,4,0,1,1,1
1589,1589,25,1,1,1400000,4,0,1,1,1
1592,1592,25,1,0,1700000,5,0,1,0,1
1594,1594,25,1,1,1400000,5,1,0,1,1
1600,1600,28,0,1,300000,7,0,0,0,1
1607,1607,29,1,1,350000,8,1,0,0,1
1608,1608,26,1,1,1500000,6,0,1,1,1
1611,1611,26,1,1,1400000,6,1,0,1,1
1612,1612,31,1,1,1400000,6,0,0,1,1
1614,1614,34,0,1,1300000,4,0,0,0,1
1616,1616,27,0,1,500000,2,0,0,0,1
1622,1622,34,1,1,1000000,9,0,0,0,1
1623,1623,33,1,1,1400000,3,0,0,1,1
1624,1624,25,1,0,1150000,6,1,0,0,1
1625,1625,28,0,1,300000,3,1,0,0,1
1627,1627,29,1,1,1050000,3,0,0,0,1
1630,1630,31,1,1,900000,4,1,0,0,1
1637,1637,35,1,0,800000,5,0,0,1,1
1638,1638,29,1,1,1200000,4,0,0,0,1
1639,1639,25,1,1,1700000,4,0,1,0,1
1644,1644,28,1,1,1100000,7,0,0,0,1
1646,1646,28,1,1,1250000,3,1,0,0,1
1650,1650,25,1,1,1800000,4,1,1,0,1
1651,1651,34,1,1,1500000,3,0,1,1,1
1652,1652,34,0,1,1100000,7,1,1,0,1
1653,1653,26,1,1,500000,5,1,0,0,1
1654,1654,25,1,1,1400000,5,1,1,1,1
1660,1660,29,1,1,1200000,5,0,0,0,1
1666,1666,34,1,0,1300000,6,0,0,0,1
1669,1669,26,1,1,500000,5,1,0,0,1
1670,1670,34,1,1,1050000,8,1,0,0,1
1671,1671,29,1,1,1350000,8,0,0,1,1
1672,1672,28,1,1,1350000,5,0,0,1,1
1675,1675,33,1,1,750000,7,1,0,0,1
1676,1676,27,0,1,1050000,7,0,0,0,1
1678,1678,31,1,1,1350000,7,0,1,1,1
1684,1684,26,1,1,1400000,6,1,0,1,1
1690,1690,35,1,0,800000,6,1,0,1,1
1691,1691,26,1,1,1400000,5,0,0,1,1
1693,1693,31,0,1,1300000,2,0,1,0,1
1699,1699,28,1,1,700000,3,0,0,0,1
1708,1708,26,1,1,1250000,3,1,0,0,1
1710,1710,31,1,1,1350000,4,0,0,1,1
1712,1712,28,1,1,1400000,4,0,0,1,1
1717,1717,34,1,1,1500000,5,1,1,1,1
1718,1718,34,1,1,700000,3,0,0,0,1
1719,1719,25,1,1,1700000,3,0,1,0,1
1721,1721,30,1,0,1450000,2,1,1,1,1
1722,1722,34,1,1,1500000,3,1,1,1,1
1724,1724,28,1,1,900000,4,0,1,0,1
1726,1726,34,1,1,1500000,6,0,1,1,1
1729,1729,35,0,1,900000,7,0,0,0,1
1736,1736,33,1,1,750000,8,1,0,0,1
1743,1743,35,1,0,950000,4,0,0,0,1
1747,1747,33,1,1,1500000,5,0,1,1,1
1753,1753,33,0,1,600000,7,0,0,0,1
1754,1754,30,1,0,1450000,4,1,1,1,1
1756,1756,29,1,1,900000,3,0,0,0,1
1760,1760,34,1,1,1500000,3,0,1,1,1
1765,1765,34,1,1,1300000,6,1,0,0,1
1767,1767,35,1,0,800000,4,0,0,0,1
1771,1771,26,1,1,1400000,4,0,0,1,1
1775,1775,33,0,1,1100000,8,0,0,0,1
1779,1779,25,1,0,1700000,6,0,1,0,1
1783,1783,29,1,1,1200000,9,0,0,0,1
1784,1784,34,1,1,700000,4,0,0,0,1
1792,1792,34,1,1,1500000,3,0,1,1,1
1793,1793,34,1,1,1500000,3,0,1,1,1
1794,1794,28,1,1,1450000,5,0,1,1,1
1798,1798,25,1,1,1700000,3,0,1,0,1
1799,1799,26,0,1,1450000,3,0,1,1,1
1803,1803,33,1,1,1400000,5,0,0,1,1
1806,1806,26,0,1,550000,4,0,0,0,1
1813,1813,29,1,1,1350000,4,0,0,1,1
1814,1814,28,1,0,550000,5,0,1,0,1
1815,1815,33,1,1,550000,3,1,0,0,1
1817,1817,29,1,1,1050000,7,0,1,0,1
1819,1819,25,1,1,1400000,3,0,0,1,1
1821,1821,25,1,0,1350000,5,1,0,1,1
1823,1823,25,1,1,1800000,6,0,1,0,1
1827,1827,32,0,1,800000,5,1,1,0,1
1829,1829,31,1,1,1400000,4,1,0,1,1
1830,1830,25,1,1,1700000,6,0,1,0,1
1847,1847,28,0,1,1200000,3,0,0,0,1
1851,1851,28,1,0,550000,6,0,0,0,1
1854,1854,34,0,1,1300000,5,0,1,0,1
1855,1855,27,1,0,1550000,4,0,1,0,1
1858,1858,30,1,0,750000,3,1,0,0,1
1864,1864,31,0,1,400000,6,1,0,0,1
1865,1865,26,1,1,1400000,6,0,0,1,1
1867,1867,35,1,0,800000,5,0,0,0,1
1868,1868,25,1,1,1400000,5,0,0,1,1
1869,1869,31,0,1,1500000,2,0,1,1,1
1870,1870,25,1,1,1700000,3,0,1,0,1
1871,1871,34,1,1,1500000,4,0,1,1,1
1875,1875,26,1,1,1400000,5,0,0,1,1
1876,1876,34,1,1,1500000,4,1,1,1,1
1878,1878,28,1,1,700000,4,0,0,0,1
1880,1880,27,0,1,1050000,4,1,0,0,1
1881,1881,34,1,1,1300000,4,0,0,0,1
1882,1882,31,1,1,1350000,9,1,0,1,1
1884,1884,28,0,1,1200000,4,0,0,0,1
1891,1891,28,1,1,800000,7,1,0,0,1
1896,1896,31,1,1,1400000,3,0,0,1,1
1897,1897,35,0,1,1100000,4,0,1,0,1
1903,1903,33,0,1,650000,4,0,0,1,1
1906,1906,28,1,1,1450000,6,0,1,1,1
1907,1907,28,1,1,600000,5,0,1,0,1
1911,1911,27,1,0,1550000,6,1,1,0,1
1917,1917,34,1,0,1300000,4,0,0,0,1
1918,1918,33,1,1,1400000,3,0,0,1,1
1926,1926,25,1,1,1400000,5,0,0,1,1
1927,1927,34,1,1,1000000,4,0,0,0,1
1928,1928,34,1,1,1500000,7,0,1,1,1
1929,1929,28,0,1,600000,7,1,0,0,1
1936,1936,33,1,1,1500000,7,0,1,1,1
1941,1941,27,1,0,450000,3,0,0,0,1
1944,1944,34,1,1,1500000,4,1,1,1,1
1945,1945,28,1,0,550000,4,1,0,1,1
1946,1946,32,0,1,850000,7,0,1,1,1
1948,1948,35,1,0,800000,6,0,1,0,1
1949,1949,34,1,1,700000,6,0,0,0,1
1952,1952,31,0,1,1500000,4,0,1,1,1
1953,1953,34,0,1,1300000,7,0,0,0,1
1956,1956,32,0,1,350000,3,1,0,1,1
1960,1960,28,0,1,300000,6,0,0,0,1
1963,1963,33,0,1,1100000,4,0,0,0,1
1965,1965,30,1,0,550000,3,0,0,0,1
1970,1970,29,1,1,500000,4,0,0,0,1
1973,1973,31,1,1,1350000,3,0,0,1,1
1975,1975,26,1,1,1400000,9,0,0,1,1
1977,1977,25,1,0,1350000,6,0,0,1,1
1978,1978,34,1,1,700000,5,0,0,0,1
1981,1981,27,0,1,850000,3,0,0,0,1
1982,1982,33,1,1,1500000,4,0,1,1,1
1985,1985,34,1,1,1000000,6,0,1,1,1
0,0,31,0,1,400000,6,1,0,0,0
1,1,31,1,1,1250000,7,0,0,0,0
3,3,28,1,1,700000,3,1,0,0,0
4,4,28,1,1,700000,8,1,1,0,0
5,5,25,1,0,1150000,4,0,0,0,0
6,6,31,0,1,1300000,4,0,0,0,0
9,9,33,0,1,800000,3,0,1,0,0
10,10,31,0,1,400000,9,1,0,0,0
14,14,31,0,1,400000,3,0,0,0,0
15,15,34,1,1,700000,7,0,0,0,0
16,16,28,1,1,1150000,4,1,0,0,0
20,20,28,1,1,1150000,6,0,1,0,0
22,22,31,1,1,1100000,4,0,0,0,0
24,24,31,0,1,1500000,7,0,1,1,0
25,25,35,1,0,800000,4,0,0,1,0
27,27,28,1,1,1250000,2,0,1,0,0
28,28,26,1,1,600000,4,0,1,0,0
29,29,31,1,1,900000,3,0,0,0,0
30,30,30,1,0,550000,6,0,1,1,0
31,31,31,0,0,300000,4,0,0,0,0
33,33,32,0,1,850000,3,0,0,0,0
35,35,33,1,1,1400000,4,0,1,1,0
36,36,31,0,0,300000,9,1,0,0,0
37,37,34,1,1,700000,4,0,0,0,0
38,38,34,0,1,1100000,2,0,0,0,0
41,41,33,1,1,550000,5,0,0,0,0
47,47,35,0,1,1100000,5,0,0,0,0
48,48,28,1,1,600000,3,0,0,0,0
50,50,31,1,1,1250000,3,1,0,0,0
51,51,29,1,1,1050000,3,0,0,0,0
52,52,31,1,1,1250000,4,0,0,1,0
53,53,28,0,1,300000,2,0,0,0,0
54,54,29,1,1,1200000,7,0,0,0,0
55,55,26,1,1,750000,5,0,0,0,0
60,60,31,1,1,1250000,4,0,1,1,0
62,62,28,1,1,800000,4,0,1,0,0
63,63,27,0,1,500000,2,0,0,0,0
65,65,26,1,1,600000,5,1,0,0,0
66,66,30,1,0,800000,6,0,1,0,0
68,68,29,1,1,350000,4,0,0,0,0
69,69,31,0,0,300000,4,0,0,0,0
70,70,34,0,1,1300000,4,0,0,0,0
71,71,28,1,1,750000,6,0,1,0,0
72,72,28,1,1,800000,6,1,1,0,0
73,73,28,1,1,750000,7,0,1,0,0
74,74,28,1,1,700000,4,1,0,0,0
75,75,34,1,1,1300000,5,0,0,0,0
77,77,31,0,0,400000,4,0,0,0,0
79,79,31,0,0,400000,5,1,0,0,0
80,80,26,1,1,1300000,4,1,0,0,0
81,81,25,1,0,1150000,8,0,0,0,0
82,82,28,1,1,1250000,4,1,0,0,0
84,84,32,0,1,350000,6,1,0,0,0
86,86,32,0,1,900000,4,0,0,0,0
87,87,28,0,1,300000,6,0,0,0,0
88,88,34,1,1,1050000,5,1,0,0,0
89,89,28,0,1,300000,8,0,0,0,0
90,90,27,0,1,1050000,3,0,0,0,0
91,91,28,0,1,300000,4,1,0,0,0
92,92,28,1,1,1150000,5,0,0,0,0
94,94,34,1,1,1300000,4,0,0,0,0
96,96,28,1,1,700000,4,0,0,0,0
97,97,29,1,1,350000,7,0,0,0,0
98,98,29,1,1,1100000,6,0,0,0,0
99,99,29,0,1,600000,3,0,0,0,0
102,102,29,1,1,500000,3,1,0,0,0
104,104,28,1,1,1150000,3,0,0,0,0
105,105,28,1,1,750000,3,0,0,0,0
106,106,34,1,1,1300000,3,0,0,0,0
107,107,34,1,1,850000,3,1,0,1,0
110,110,31,0,1,400000,5,0,0,0,0
111,111,28,1,1,800000,5,0,0,0,0
112,112,30,1,0,800000,4,0,0,0,0
113,113,29,1,1,900000,4,0,1,0,0
114,114,29,1,1,500000,5,0,0,0,0
115,115,29,1,1,900000,4,0,0,0,0
117,117,31,0,1,400000,5,0,0,0,0
119,119,31,1,1,500000,4,0,0,0,0
120,120,28,1,1,800000,3,1,0,0,0
122,122,32,0,1,800000,6,1,0,0,0
123,123,27,0,1,850000,3,0,0,0,0
124,124,32,0,1,350000,4,1,0,0,0
126,126,32,0,1,800000,5,0,1,0,0
127,127,27,0,1,750000,5,0,0,0,0
129,129,29,1,1,1050000,6,0,0,0,0
130,130,28,1,1,800000,4,0,0,0,0
131,131,28,1,1,750000,4,0,0,0,0
132,132,28,1,1,1100000,4,0,0,0,0
134,134,28,1,1,600000,5,0,1,0,0
137,137,29,1,1,600000,4,1,1,0,0
138,138,28,1,1,1150000,4,0,0,0,0
140,140,28,1,1,550000,4,1,0,0,0
141,141,25,1,1,1400000,3,0,0,1,0
142,142,32,0,1,350000,9,1,0,0,0
143,143,26,1,1,1300000,4,0,0,0,0
144,144,31,1,1,1250000,4,0,0,0,0
145,145,28,1,1,1150000,6,0,0,0,0
147,147,31,0,0,400000,4,1,0,0,0
149,149,28,1,1,800000,5,1,0,0,0
152,152,28,1,1,1200000,5,0,1,0,0
153,153,25,1,0,600000,5,0,1,0,0
154,154,28,1,1,700000,4,0,1,0,0
156,156,28,1,1,900000,4,0,1,0,0
157,157,28,1,1,600000,3,1,0,0,0
159,159,27,0,1,900000,7,1,0,0,0
163,163,32,0,1,350000,5,0,0,0,0
164,164,28,0,1,300000,6,0,0,0,0
165,165,33,0,1,1000000,4,0,0,0,0
166,166,28,1,1,800000,7,0,0,0,0
167,167,31,0,1,400000,3,0,0,0,0
168,168,27,0,1,850000,7,1,0,0,0
169,169,25,1,0,600000,6,0,0,0,0
171,171,28,1,1,900000,7,0,0,0,0
172,172,27,1,0,600000,8,0,0,0,0
175,175,30,1,0,800000,3,0,0,0,0
177,177,28,1,1,1250000,5,0,0,0,0
178,178,32,0,1,350000,6,0,0,0,0
179,179,26,1,1,1250000,4,0,0,0,0
180,180,28,1,1,750000,6,0,1,0,0
181,181,26,1,1,1300000,3,0,0,0,0
183,183,25,1,0,1700000,3,1,1,0,0
184,184,25,0,1,750000,3,0,0,0,0
187,187,28,1,1,650000,9,0,0,0,0
188,188,26,0,1,500000,4,0,0,0,0
190,190,27,0,1,900000,5,0,0,0,0
191,191,30,1,0,650000,3,0,0,1,0
192,192,28,1,1,800000,4,1,0,1,0
193,193,34,1,0,1300000,5,1,0,0,0
194,194,33,0,1,1100000,5,0,0,0,0
197,197,29,1,1,1150000,5,1,1,0,0
203,203,28,1,1,1100000,4,1,0,0,0
204,204,32,0,1,900000,4,0,1,0,0
205,205,29,1,1,1150000,4,1,0,1,0
207,207,31,0,0,350000,3,0,0,0,0
209,209,25,1,0,1700000,3,1,1,0,0
210,210,28,1,1,1200000,5,1,1,0,0
211,211,27,1,0,450000,5,0,0,0,0
212,212,28,1,1,750000,5,1,0,0,0
214,214,27,0,1,850000,5,1,0,1,0
215,215,33,0,1,1100000,5,0,0,0,0
217,217,28,1,1,800000,6,0,0,0,0
218,218,26,1,1,1500000,7,0,1,1,0
219,219,31,1,1,1250000,9,1,0,0,0
220,220,35,1,0,800000,2,0,0,0,0
221,221,28,1,1,1200000,6,1,0,0,0
222,222,28,1,1,1200000,3,0,0,0,0
223,223,30,1,0,650000,3,0,0,0,0
224,224,31,1,1,1100000,5,0,1,0,0
225,225,31,1,1,1250000,2,0,0,0,0
227,227,34,1,1,1300000,6,1,0,0,0
228,228,34,1,1,1000000,5,0,0,0,0
229,229,34,1,1,1000000,2,0,0,0,0
230,230,29,1,1,900000,7,0,1,0,0
231,231,31,0,1,1200000,5,1,0,0,0
232,232,28,1,1,1250000,6,0,0,0,0
233,233,31,0,1,1200000,6,1,0,0,0
234,234,34,1,1,1300000,4,0,0,0,0
235,235,30,1,0,550000,4,0,0,0,0
237,237,30,1,0,500000,8,0,0,0,0
238,238,29,1,1,600000,3,1,0,0,0
239,239,26,1,1,1250000,5,0,0,0,0
240,240,27,1,0,350000,7,0,0,0,0
242,242,33,0,1,400000,4,0,0,0,0
243,243,26,1,1,750000,6,0,0,0,0
244,244,27,0,1,500000,4,0,0,0,0
245,245,28,1,1,1150000,3,0,0,0,0
246,246,31,0,0,350000,6,1,0,0,0
249,249,28,1,1,1150000,5,0,0,0,0
251,251,28,0,1,300000,5,0,0,0,0
254,254,28,0,1,1200000,5,0,0,0,0
258,258,29,1,1,900000,7,0,1,0,0
262,262,26,1,1,750000,4,1,0,0,0
263,263,35,1,0,800000,4,0,0,0,0
264,264,29,1,1,350000,9,1,0,0,0
265,265,27,0,1,850000,6,0,1,0,0
266,266,31,0,1,400000,5,0,0,0,0
269,269,27,1,0,800000,5,0,0,0,0
271,271,35,0,1,900000,3,1,0,0,0
272,272,28,1,1,700000,3,1,0,0,0
276,276,29,1,1,1050000,6,0,0,0,0
277,277,31,1,1,950000,7,0,1,0,0
279,279,32,0,1,350000,6,0,0,0,0
280,280,32,0,1,800000,6,0,1,0,0
281,281,26,1,1,750000,6,0,0,0,0
283,283,26,1,1,600000,4,0,1,0,0
285,285,33,1,1,750000,4,0,0,0,0
286,286,28,1,1,600000,3,0,0,0,0
287,287,29,1,1,1200000,4,0,0,0,0
288,288,29,1,1,1100000,4,0,0,0,0
289,289,26,1,1,500000,3,0,0,0,0
290,290,32,0,1,900000,6,1,0,0,0
291,291,34,1,1,1300000,3,0,1,0,0
292,292,27,0,1,850000,4,0,0,0,0
294,294,29,1,1,1200000,4,0,0,0,0
295,295,28,1,1,550000,5,0,0,0,0
296,296,32,0,1,350000,7,0,0,0,0
299,299,27,1,0,450000,3,0,0,0,0
301,301,27,0,1,850000,4,1,0,0,0
303,303,31,0,0,300000,3,0,0,0,0
304,304,34,1,1,1050000,3,0,0,0,0
305,305,26,1,1,1250000,4,1,0,1,0
307,307,28,1,1,1150000,8,1,0,0,0
308,308,34,1,1,1000000,9,1,0,0,0
310,310,30,1,0,550000,8,0,0,0,0
312,312,32,0,1,850000,7,0,0,0,0
315,315,28,0,1,300000,4,0,0,0,0
316,316,31,1,1,950000,5,1,0,0,0
320,320,35,1,0,800000,5,0,0,0,0
321,321,28,1,1,500000,3,0,0,0,0
322,322,28,1,1,750000,3,0,0,0,0
324,324,28,0,1,300000,5,0,0,0,0
325,325,31,1,1,1250000,4,0,0,0,0
326,326,28,1,1,1150000,5,0,0,0,0
327,327,34,0,1,1300000,3,0,0,0,0
329,329,28,1,1,1100000,8,0,0,0,0
330,330,35,1,0,800000,4,0,0,0,0
333,333,31,1,1,1400000,6,1,0,1,0
336,336,32,0,1,350000,9,1,0,0,0
337,337,30,1,0,550000,7,0,1,0,0
338,338,28,1,1,600000,3,0,0,0,0
339,339,29,1,1,1050000,5,0,0,0,0
340,340,27,1,0,800000,7,1,0,0,0
341,341,28,1,1,550000,7,0,0,0,0
343,343,28,1,1,1250000,7,0,0,0,0
344,344,32,0,1,800000,4,0,1,1,0
345,345,29,1,1,1200000,5,0,0,1,0
347,347,34,1,1,1300000,6,0,1,0,0
348,348,31,1,1,1400000,6,1,0,1,0
349,349,28,1,1,500000,3,0,0,0,0
350,350,31,1,1,950000,5,0,1,1,0
351,351,29,1,1,1200000,9,1,1,0,0
353,353,31,0,0,300000,3,0,0,0,0
356,356,34,1,1,1000000,4,0,0,0,0
357,357,34,1,1,500000,5,0,0,0,0
358,358,34,1,1,1000000,5,0,1,0,0
359,359,25,1,0,1150000,3,0,0,0,0
360,360,28,1,0,550000,4,0,0,0,0
362,362,28,1,1,700000,2,1,0,0,0
363,363,34,0,1,1300000,4,0,0,0,0
364,364,31,0,1,1200000,6,0,0,0,0
366,366,28,0,1,300000,3,0,0,0,0
367,367,31,0,1,1300000,4,0,0,0,0
369,369,32,0,1,800000,7,1,0,0,0
371,371,27,0,1,900000,5,1,0,1,0
372,372,29,1,1,350000,5,1,0,0,0
373,373,28,1,1,900000,5,0,1,0,0
374,374,28,0,1,600000,7,0,0,0,0
375,375,28,1,1,1100000,6,1,0,0,0
376,376,31,0,1,1300000,4,0,0,0,0
380,380,28,1,1,1200000,5,1,0,0,0
381,381,29,1,1,1200000,5,0,0,0,0
383,383,29,1,1,1100000,4,0,0,0,0
384,384,33,0,1,600000,3,0,0,1,0
385,385,34,1,1,1000000,5,0,0,0,0
387,387,28,0,1,300000,5,0,0,0,0
388,388,28,1,1,550000,5,0,0,0,0
393,393,29,1,1,1050000,3,0,1,0,0
395,395,32,0,1,800000,5,0,0,0,0
397,397,25,0,1,750000,5,0,0,0,0
398,398,28,1,1,1250000,5,0,1,0,0
399,399,35,1,0,800000,5,0,0,0,0
400,400,29,1,1,1200000,4,0,1,0,0
401,401,34,1,1,700000,4,0,0,0,0
402,402,31,1,1,1250000,3,0,0,0,0
403,403,28,1,1,800000,8,1,0,0,0
405,405,32,0,1,850000,6,0,0,0,0
408,408,31,0,0,350000,2,0,0,0,0
409,409,28,1,1,700000,5,0,0,0,0
410,410,28,1,0,550000,4,0,0,0,0
411,411,28,0,1,600000,6,0,0,0,0
412,412,28,0,1,300000,7,1,0,0,0
415,415,28,0,1,600000,5,0,0,0,0
418,418,34,1,1,1000000,3,1,0,0,0
419,419,25,1,0,1150000,4,0,0,0,0
420,420,34,1,1,1050000,5,0,0,0,0
421,421,28,0,1,300000,4,0,0,0,0
425,425,29,1,1,350000,5,1,0,0,0
426,426,25,1,1,500000,5,0,0,0,0
428,428,28,1,1,700000,5,1,0,0,0
429,429,32,0,1,350000,2,0,0,0,0
431,431,28,1,1,500000,6,0,0,0,0
432,432,34,1,1,500000,5,0,0,0,0
433,433,28,1,1,1100000,4,0,0,0,0
436,436,28,1,1,1200000,4,1,0,1,0
437,437,27,1,0,800000,7,0,0,0,0
438,438,33,0,1,400000,5,1,0,0,0
439,439,28,1,1,800000,3,0,0,0,0
442,442,29,1,1,1100000,9,0,0,0,0
445,445,27,0,1,1050000,6,1,0,0,0
446,446,28,1,1,700000,2,0,0,0,0
447,447,29,1,1,500000,3,0,0,0,0
450,450,31,1,1,1250000,6,0,0,1,0
451,451,28,1,1,800000,4,0,0,0,0
453,453,31,1,1,1100000,3,0,0,0,0
454,454,28,0,1,300000,4,0,0,0,0
455,455,35,0,1,1100000,4,0,0,0,0
457,457,25,1,0,1150000,4,0,0,0,0
458,458,26,1,1,750000,3,1,0,0,0
462,462,26,1,1,1250000,6,1,0,0,0
463,463,33,1,1,750000,2,1,0,0,0
466,466,28,1,1,550000,4,0,0,0,0
467,467,26,0,1,500000,5,0,0,0,0
468,468,28,1,1,1200000,5,0,0,0,0
470,470,28,1,1,1300000,2,1,0,0,0
471,471,26,1,1,1250000,3,0,0,0,0
472,472,28,0,1,300000,5,0,0,0,0
474,474,31,1,1,1100000,3,1,1,0,0
478,478,29,1,1,900000,4,0,0,0,0
479,479,34,0,1,1300000,4,1,0,0,0
481,481,29,1,1,1100000,4,0,0,0,0
482,482,32,0,1,850000,9,0,0,0,0
483,483,28,1,1,1150000,4,0,0,0,0
485,485,27,1,0,450000,4,0,0,0,0
486,486,33,1,1,550000,4,0,1,0,0
488,488,28,0,1,300000,3,0,0,0,0
489,489,30,1,0,800000,9,0,0,0,0
490,490,29,1,1,1200000,5,1,0,0,0
492,492,34,1,1,500000,3,0,0,0,0
493,493,29,1,1,1050000,7,0,0,0,0
494,494,34,0,1,1300000,5,1,0,1,0
495,495,31,0,1,1200000,4,0,0,0,0
496,496,26,1,1,600000,7,0,0,0,0
498,498,29,1,1,600000,5,0,0,0,0
499,499,32,0,1,350000,6,0,0,0,0
501,501,31,1,1,1250000,3,0,0,0,0
503,503,31,0,1,1300000,5,0,0,0,0
504,504,29,1,1,500000,4,0,0,0,0
505,505,28,1,1,800000,4,0,0,0,0
506,506,28,1,1,600000,6,0,0,0,0
507,507,32,0,1,800000,2,1,0,0,0
510,510,31,1,1,950000,5,0,0,0,0
511,511,31,1,1,1250000,3,0,0,1,0
512,512,29,1,1,1100000,5,0,1,0,0
513,513,27,0,1,850000,5,1,0,0,0
515,515,27,0,1,850000,7,0,1,0,0
516,516,31,1,1,1250000,3,1,0,0,0
520,520,35,0,1,1100000,4,1,0,0,0
521,521,28,1,1,1100000,6,0,0,0,0
523,523,33,0,1,400000,5,1,0,0,0
524,524,32,0,1,800000,4,0,0,0,0
525,525,26,1,1,500000,9,0,0,0,0
526,526,31,1,1,1100000,4,1,0,0,0
527,527,28,1,1,700000,4,1,0,0,0
528,528,25,1,0,1150000,5,0,0,0,0
529,529,28,1,1,1250000,4,0,1,0,0
530,530,29,1,1,900000,3,0,0,0,0
531,531,28,1,1,1150000,6,1,0,0,0
533,533,29,1,1,600000,3,0,0,0,0
536,536,30,1,0,500000,3,0,0,0,0
538,538,28,1,1,1150000,2,1,1,0,0
539,539,33,0,0,400000,4,0,0,0,0
541,541,29,1,1,1200000,5,0,0,0,0
542,542,27,1,0,600000,4,0,1,0,0
543,543,34,1,1,850000,3,1,0,0,0
544,544,31,0,0,400000,3,0,0,0,0
545,545,26,1,1,600000,6,1,0,0,0
546,546,28,1,1,550000,3,0,0,0,0
548,548,27,0,1,850000,5,0,0,0,0
549,549,28,0,0,300000,5,1,0,0,0
550,550,34,1,1,1050000,5,0,0,0,0
552,552,27,0,1,1050000,4,0,0,0,0
553,553,33,1,1,1400000,5,0,1,1,0
554,554,32,0,1,800000,6,0,0,0,0
555,555,26,1,1,1750000,4,0,0,0,0
556,556,33,1,1,550000,4,1,0,0,0
557,557,27,0,1,1050000,3,0,0,0,0
558,558,34,1,1,850000,3,1,0,0,0
561,561,29,1,1,1050000,9,0,0,0,0
562,562,33,0,1,1000000,4,0,0,1,0
564,564,29,1,1,900000,6,1,0,0,0
565,565,28,1,1,800000,5,0,0,0,0
566,566,27,0,1,850000,3,0,0,1,0
568,568,35,1,0,800000,5,0,0,0,0
569,569,27,0,1,500000,4,1,0,0,0
570,570,25,1,0,1150000,5,1,0,0,0
571,571,32,0,1,850000,5,1,0,0,0
572,572,28,1,0,550000,5,0,0,0,0
573,573,27,1,0,350000,3,0,0,0,0
574,574,29,1,1,1150000,5,0,1,0,0
578,578,34,1,1,1000000,4,0,0,0,0
579,579,33,0,1,400000,3,0,0,0,0
580,580,31,1,1,1250000,4,0,0,0,0
581,581,28,1,1,700000,4,1,0,0,0
582,582,29,1,1,1100000,3,0,0,0,0
584,584,29,1,1,900000,5,0,0,0,0
586,586,28,0,1,300000,7,0,0,0,0
590,590,28,1,1,500000,5,0,0,0,0
591,591,25,1,0,1150000,3,1,0,0,0
593,593,28,0,1,600000,4,0,0,0,0
594,594,33,1,1,550000,5,0,1,0,0
595,595,25,1,0,1150000,5,1,1,0,0
597,597,34,1,1,1000000,4,0,0,0,0
599,599,34,1,1,700000,4,1,0,0,0
601,601,34,1,1,1300000,5,0,0,0,0
604,604,32,0,1,350000,7,0,0,0,0
606,606,28,1,1,800000,3,0,0,0,0
607,607,28,1,1,550000,8,1,0,0,0
610,610,31,1,1,900000,8,0,0,1,0
611,611,28,1,1,500000,6,1,0,0,0
612,612,28,1,1,550000,9,0,0,0,0
613,613,31,1,1,1250000,6,0,0,0,0
614,614,34,1,1,1000000,5,1,0,0,0
615,615,28,0,1,300000,3,1,0,0,0
616,616,27,0,1,750000,7,1,0,1,0
620,620,29,1,1,1050000,4,0,1,0,0
621,621,28,1,1,650000,4,0,0,0,0
622,622,32,0,1,800000,5,0,1,0,0
623,623,28,1,1,1100000,3,0,0,0,0
624,624,34,1,1,1000000,9,0,0,0,0
625,625,31,1,1,1750000,4,0,0,0,0
626,626,28,1,1,1100000,6,0,1,0,0
627,627,27,0,1,500000,6,0,0,0,0
628,628,28,1,1,1150000,9,0,0,0,0
629,629,25,1,0,600000,4,0,1,0,0
630,630,28,1,1,1100000,9,0,0,0,0
632,632,34,1,1,700000,3,0,0,0,0
633,633,28,1,1,700000,7,1,0,0,0
634,634,34,1,0,1300000,4,0,0,0,0
635,635,28,1,0,550000,4,0,0,0,0
637,637,34,1,1,1300000,5,1,0,0,0
639,639,31,1,1,1250000,5,1,1,0,0
640,640,27,1,0,800000,5,0,0,0,0
641,641,34,1,1,700000,5,1,0,1,0
642,642,26,0,1,500000,6,1,0,0,0
643,643,28,1,1,1100000,5,1,0,0,0
644,644,32,0,1,800000,4,0,0,0,0
645,645,28,1,1,1100000,4,0,0,0,0
646,646,28,1,1,1100000,6,0,0,0,0
648,648,28,1,1,800000,4,0,0,0,0
649,649,28,0,1,300000,5,0,0,0,0
653,653,27,0,1,500000,7,0,0,0,0
654,654,32,0,1,1750000,6,0,0,0,0
655,655,28,1,1,700000,4,0,0,0,0
656,656,31,1,1,500000,6,1,0,0,0
659,659,34,1,1,500000,3,0,0,0,0
660,660,28,0,1,300000,4,0,0,0,0
